year,price,mileage,tax,mpg,engineSize,car_age,mileage_per_year,fuel_efficiency_per_engine_size,model_ I20,model_ Tucson,model_ I10,model_ IX35,model_ I30,model_ I40,model_ Ioniq,model_ Kona,model_ Veloster,model_ I800,model_ IX20,model_ Santa Fe,model_ Accent,model_ Terracan,model_ Getz,model_ Amica,transmission_Manual,transmission_Automatic,transmission_Semi-Auto,transmission_Other,fuelType_Petrol,fuelType_Diesel,fuelType_Hybrid,fuelType_Other
2016,13499,42597,200,47.1,2.0,8,5324.625,23.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2013,7999,55736,200,48.7,2.0,11,5066.909090909091,24.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,13399,31828,125,57.6,1.7,8,3978.5,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,13799,16346,145,61.7,1.7,6,2724.3333333333335,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,6000,47246,145,47.1,1.4,11,4295.090909090909,33.642857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13000,10726,150,61.7,1.7,7,1532.2857142857142,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14200,40735,135,78.5,1.6,6,6789.166666666667,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,9399,7809,160,43.5,1.6,7,1115.5714285714287,27.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,16199,21457,145,31.7,2.5,5,4291.4,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,11199,69894,30,61.7,1.7,8,8736.75,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,10149,55998,200,46.3,2.2,11,5090.727272727273,21.045454545454543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2017,7999,20664,145,47.9,1.2,7,2952.0,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016,16499,29448,260,41.5,2.2,8,3681.0,18.863636363636363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2013,6999,30536,145,47.1,1.4,11,2776.0,33.642857142857146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2014,5499,45495,30,57.6,1.2,10,4549.5,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,6500,30490,145,60.1,1.0,7,4355.714285714285,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,6699,31217,145,60.1,1.0,6,5202.833333333333,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7225,16807,145,60.1,1.0,7,2401.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,6150,58250,145,60.1,1.0,7,8321.42857142857,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,7950,42250,160,44.1,1.6,9,4694.444444444444,27.5625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,15800,33387,150,31.7,2.5,6,5564.5,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,18500,23764,240,42.8,2.2,8,2970.5,19.454545454545453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2017,16599,23659,135,78.5,1.6,7,3379.8571428571427,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2014,5770,33013,30,57.6,1.2,10,3301.3,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13751,8613,145,65.7,1.7,7,1230.4285714285713,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,15495,3978,145,34.9,1.6,6,663.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4670,49252,0,74.3,1.1,11,4477.454545454545,67.54545454545453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,12249,12845,145,44.8,1.6,7,1835.0,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13699,20462,145,61.7,1.7,7,2923.1428571428573,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,7357,56577,30,65.7,1.7,9,6286.333333333333,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,11349,18006,30,61.7,1.7,8,2250.75,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,10699,10668,145,46.3,1.2,5,2133.6,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9499,34258,145,74.3,1.6,7,4894.0,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,9950,9000,145,45.6,1.0,5,1800.0,45.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,11499,42850,30,61.7,1.7,8,5356.25,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,7990,65900,150,48.7,1.7,11,5990.909090909091,28.647058823529413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,4990,63100,30,57.6,1.2,10,6310.0,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,12991,26671,145,44.8,1.6,7,3810.1428571428573,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,5395,130000,265,41.5,2.2,13,10000.0,18.863636363636363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2017,7459,39628,145,58.9,1.2,7,5661.142857142857,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,10399,33616,145,51.4,1.4,6,5602.666666666667,36.714285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,8975,46761,20,72.4,1.6,9,5195.666666666667,45.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,12789,28793,30,61.7,1.7,8,3599.125,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,15489,30727,145,31.7,2.5,6,5121.166666666667,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14000,37620,150,37.7,2.5,6,6270.0,15.080000000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,8000,28050,150,58.9,1.2,6,4675.0,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7991,11518,150,60.1,1.0,6,1919.6666666666667,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,6990,19947,30,55.4,1.2,8,2493.375,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,6895,63458,30,62.8,1.7,10,6345.8,36.94117647058823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,8495,18000,150,47.9,1.2,8,2250.0,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,4999,56000,20,60.1,1.0,9,6222.222222222223,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14795,37530,145,37.7,2.5,6,6255.0,15.080000000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,6988,29694,145,57.7,1.2,7,4242.0,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009,2699,105863,200,45.6,1.6,15,7057.533333333334,28.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2008,1695,67000,125,51.4,1.1,16,4187.5,46.72727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2013,7995,90000,300,39.2,2.0,11,8181.818181818182,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,6995,3000,145,60.1,1.0,7,428.57142857142856,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,4295,24000,20,61.4,1.2,12,2000.0,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,13295,55190,140,78.5,1.6,6,9198.333333333334,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2015,14000,43450,265,41.5,2.2,9,4827.777777777777,18.863636363636363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2010,3491,64081,30,57.6,1.2,14,4577.214285714285,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,4291,107419,0,76.3,1.6,10,10741.9,47.68749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012,3491,67365,20,61.4,1.2,12,5613.75,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8499,9748,30,57.7,1.2,7,1392.5714285714287,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,7199,37438,160,51.4,1.6,11,3403.4545454545455,32.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,14500,22000,145,46.3,2.0,7,3142.8571428571427,23.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,19500,18543,140,42.8,2.2,7,2649.0,19.454545454545453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2012,5790,45566,145,45.6,1.4,12,3797.1666666666665,32.57142857142858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,6990,54000,30,65.7,1.7,9,6000.0,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,8275,50000,145,53.3,1.7,10,5000.0,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,7849,34690,30,58.9,1.2,8,4336.25,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9499,34959,145,74.3,1.6,7,4994.142857142857,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,5800,45016,145,45.6,1.4,11,4092.3636363636365,32.57142857142858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9499,37710,145,74.3,1.6,7,5387.142857142857,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,9499,35155,145,74.3,1.6,7,5022.142857142857,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,8795,45163,145,53.3,1.7,9,5018.111111111111,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,5490,75617,145,48.7,1.7,13,5816.692307692308,28.647058823529413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,7475,90000,145,53.3,1.7,10,9000.0,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2007,2495,90631,300,35.3,2.0,17,5331.235294117647,17.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,2495,99000,30,62.8,1.6,14,7071.428571428572,39.24999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2009,2250,116000,30,60.1,1.6,15,7733.333333333333,37.5625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2010,1995,78100,125,54.3,1.2,14,5578.571428571428,45.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,3795,49000,145,50.4,1.4,14,3500.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,8495,32361,0,78.4,1.6,8,4045.125,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,2495,78000,20,61.4,1.2,13,6000.0,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,11995,53000,330,33.6,2.5,8,6625.0,13.440000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008,1395,138000,125,57.6,1.6,16,8625.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,8199,48655,0,78.4,1.6,8,6081.875,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,5475,79000,205,41.5,1.6,13,6076.923076923077,25.9375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,6975,60000,145,48.7,1.7,13,4615.384615384615,28.647058823529413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,8850,38572,20,67.3,1.7,8,4821.5,39.588235294117645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2010,6495,72570,260,41.5,2.2,14,5183.571428571428,18.863636363636363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2013,9995,37000,300,39.2,2.0,11,3363.6363636363635,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,9499,32992,145,74.3,1.6,7,4713.142857142857,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,9499,35138,145,74.3,1.6,7,5019.714285714285,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,19490,14495,145,57.6,1.7,6,2415.8333333333335,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2010,3495,80000,160,46.3,1.4,14,5714.285714285715,33.07142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,6275,12287,30,57.6,1.2,10,1228.7,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,15999,30038,145,31.7,2.5,6,5006.333333333333,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,13599,13298,145,44.8,1.6,7,1899.7142857142858,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,9099,28040,145,53.3,1.7,9,3115.5555555555557,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,5799,21359,30,57.6,1.2,8,2669.875,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,16995,44013,235,43.5,2.0,7,6287.571428571428,21.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,8825,12933,145,57.7,1.0,6,2155.5,57.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,12500,32184,125,57.6,1.7,8,4023.0,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2019,9699,6243,145,46.3,1.2,5,1248.6,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,10099,31546,145,74.3,1.6,7,4506.571428571428,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,15899,51849,235,42.2,2.2,8,6481.125,19.18181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2016,15299,52265,200,47.1,2.2,8,6533.125,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2017,14025,12515,145,52.3,1.0,7,1787.857142857143,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,14099,8418,145,44.8,1.6,7,1202.5714285714287,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,6504,42579,145,47.1,1.4,10,4257.9,33.642857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,3995,22089,20,61.4,1.2,12,1840.75,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,3495,65000,20,67.3,1.6,12,5416.666666666667,42.06249999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,11995,26000,30,61.7,1.7,8,3250.0,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,5995,83898,30,65.7,1.7,11,7627.090909090909,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,13950,32000,30,61.7,1.7,7,4571.428571428572,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,8695,9000,30,58.9,1.2,7,1285.7142857142858,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,8499,44016,145,53.3,1.7,10,4401.6,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,7999,6790,160,45.6,1.2,10,679.0,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016,12495,28000,30,61.7,1.7,8,3500.0,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,11295,32000,160,44.8,1.6,8,4000.0,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,3299,14360,30,56.5,1.2,14,1025.7142857142858,47.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,3499,60179,150,50.4,1.4,14,4298.5,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4595,22000,20,61.4,1.2,11,2000.0,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,4795,13000,20,61.4,1.2,10,1300.0,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,6799,54412,0,78.4,1.6,9,6045.777777777777,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,8799,32745,20,67.3,1.6,9,3638.3333333333335,42.06249999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,8399,10618,30,55.4,1.2,8,1327.25,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,18579,26800,145,47.1,2.2,7,3828.5714285714284,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2015,7999,17673,0,78.4,1.6,9,1963.6666666666667,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,10749,29840,145,74.3,1.6,7,4262.857142857143,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,12289,50193,30,61.7,1.7,8,6274.125,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,7890,2515,145,55.4,1.2,7,359.2857142857143,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4390,31946,20,61.4,1.2,11,2904.181818181818,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,5499,58000,0,76.3,1.6,11,5272.727272727273,47.68749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,8799,25892,145,48.7,1.7,11,2353.818181818182,28.647058823529413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,3499,43204,20,61.4,1.2,11,3927.6363636363635,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,8979,16923,20,62.8,1.0,8,2115.375,62.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,11799,59271,30,61.7,1.7,8,7408.875,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,13999,15758,125,57.6,1.7,8,1969.75,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,5750,32000,30,64.2,1.6,12,2666.6666666666665,40.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,7250,26289,200,43.6,1.6,11,2389.909090909091,27.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2014,5750,20303,30,57.6,1.2,10,2030.3,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2003,3290,78000,325,32.8,2.9,21,3714.285714285714,11.310344827586206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2017,13400,28000,30,61.7,1.7,7,4000.0,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,6975,42000,205,47.9,2.0,13,3230.769230769231,23.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,13750,21000,30,61.7,1.7,7,3000.0,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,13975,9578,145,52.3,1.4,6,1596.3333333333333,37.357142857142854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,8250,7600,30,57.6,1.2,8,950.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,9950,7000,160,44.1,1.6,9,777.7777777777778,27.5625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13250,19744,30,61.7,1.7,7,2820.5714285714284,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,6200,74250,165,49.6,2.0,13,5711.538461538462,24.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,11750,40195,30,61.7,1.7,7,5742.142857142857,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2009,2500,70151,125,54.3,1.2,15,4676.733333333334,45.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009,2799,67887,30,56.5,1.1,15,4525.8,51.36363636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,3599,56902,20,61.4,1.2,13,4377.076923076923,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,3799,57476,30,64.2,1.4,14,4105.428571428572,45.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2007,3299,51279,200,40.9,1.6,17,3016.4117647058824,25.562499999999996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2010,3490,42125,30,56.5,1.2,14,3008.9285714285716,47.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4995,42709,20,61.4,1.2,11,3882.6363636363635,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,6498,41823,30,55.4,1.2,9,4647.0,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7698,30012,145,55.4,0.0,6,5002.0,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4695,35600,20,61.4,1.2,11,3236.3636363636365,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,4795,35700,20,61.4,1.2,11,3245.4545454545455,51.166666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,9995,3000,160,43.5,1.6,8,375.0,27.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
